ID,Tweet,Target,Stance
4359,Working Class Voters Betrayed by Globalization Turn to Trump's GOP - #WorkingClass #Election2020 #DemocratsHateAmerica #Democrats2020 #DemocratsOfferNothingButPoverty #StopVotingForDemocrats #America #WalkAway #VoteDemocratsOut #jobs,Donald Trump,FAVOR
4360,@realDonaldTrump I love and respect our President! We have the right man for a serious crisis.,Donald Trump,FAVOR
4361,"No @tedlieu, hist will record @realDonaldTrump as one of the greatest POTUS' in hist: Who took on the #DCswamp, #deepstate apparatchiks, neo-stasi #dems, estab #RINOs, corp #MSM, #SiliconValley giants, #Marxist academia, #Hollywood limo libs, #WallStreet #Globalists - and won",Donald Trump,FAVOR
4362,#Coronavirustruth @realDonaldTrump God is always in control even in the most tragic of times. Americans are finally getting truth from afternoon press conferences aired on MSM .,Donald Trump,FAVOR
4363,Theres been LOTs of smoke on Trumps engagement with foreign powers to interfere in/with US elections. Its time to investigate these allegations to the extent our laws & the Constitution can allow. He is slippery. ALL Americans know that. #MyTaxDollars #Ukraine #Election2020,Donald Trump,AGAINST
4364,"Driving to nowhere is My first work of 2020. With #DonaldTrump and #GretaThunberg , where The world will go? For sale on @SuperRare_co",Donald Trump,FAVOR
4365,"#DonaldTrump the great knows how to defeat partial media, The President has rescued #USA from pathetic state of economy.",Donald Trump,FAVOR
4366,"Make the #DemocRat party of #slavery's descendants pay #reparations for their families brutal #slave #seperationist #kKk past. We Republicans never owned a slave, will continue to be color blind &amp; help free #plantation #Dnc #Lincoln4Trump #WalkAwayCampaign",Donald Trump,FAVOR
4367,The moment we use the military on our own people we would then be no better than Nazi Germany. GET THIS ADOLF HITLER OUT OF OUR WHITE HOUSE! #msnbc #TheResistance #msnbc #Trump #Heis75 After he fell they walked by him like he was nothing! HE'S 75 #PoliceReform,Donald Trump,AGAINST
4368,#Democrat #Democrats THIS is the crux of Trump placing them in beds and checking DNA versus Obama's Cages. Where are The Parents?,Donald Trump,FAVOR
4369,This prepubescent behavior is unbecoming of a representative of the United States. Not a single @GOP will stand up to @realDonaldTrump because he invokes fear and hatred in everyone. You will lose your seat next year because you can no longer cheat by gerrymandering districts.,Donald Trump,AGAINST
4370,I thought we already had common sense gun laws. How about instead of focusing on making it harder for a law abiding citizen to get guns. We focus on making it harder for the criminals to obtain them. 1 bad apple(criminal) doesnt mean the rest(law abiders) are spoiled #2A #Trump,Donald Trump,FAVOR
4371,Hey @HillaryClinton Lets stop talking about President Trump and talk about this! Lets see if any of your fans are WOKE enough to open their eyes to the child trafficking you are involved in! Part 4 via @YouTube,Donald Trump,FAVOR
4372,Why doesn't #Foxnews talk about the current topics of the day? They're never talking about what #CNN &amp; #MSNBC are reporting. Fox is talking about #Democratic candidates &amp; not #trump speech.,Donald Trump,FAVOR
4373,#CobraMeeting let's hope we get better leadership than #DonaldTrump or #christinelagarde have shown. Scant regard for business and very poor financial leadership.,Donald Trump,AGAINST
4374,Great investigative reporting by @hvogell on our thieving #IMPOTUS who has bragged about not paying taxes. I particularly hate the MF bc he swindled my partner out of $25K for advertising work in Atlantic City back in 80s for the Trump Plaza Hotel and Casino.,Donald Trump,AGAINST
4375,"'President Trump is doing a phenomenal job in filling the federal judiciary with highly qualified originalists and textualists judges,' Article III Project president Mike Davis said. #ChuckSchumer #Court #DonaldTrump #politics #Senate #SupremeCourt",Donald Trump,FAVOR
4376,"(Zero Hedge) #Trump Threatens To Pull Out Of #WTO, Praises Powell, Says Sessions Safe For..",Donald Trump,AGAINST
4377,#Twitter is terrible. #DonaldTrump should have been suspended from @twitter a long time ago for policy violations. The blatant lies and total fabrications are unacceptable and should not be allowed to be spread,Donald Trump,AGAINST
4378,She will probably go down with the Trumps. Everyone does eventually.,Donald Trump,AGAINST
4379,"Some of the #Trump Scandals: Russia, Ukraine, COVID-19, 25 women accuse him of sexual assaults, #GrabThemByThePussy and more. This is all the Democrats have to #Impeach @POTUS with? And the @IdahoGOP still supports orange marmalade on our national bread?",Donald Trump,AGAINST
4380,Is this all you got? As trump would say with all his good words ....sad.,Donald Trump,AGAINST
4381,"RED ALERT: #Resistance #RESIST members, Please report and then block this account: @CTRLSEC88176823. Obviously our awesome @Kokomothegreat has become a target of the Kremlin &amp; #TrumpRussia. Believe me, are you kidding me? PLEASE help her!",Donald Trump,FAVOR
4382,"Thank #GOP for the issues in this rollout of stimulus. Once again, their inability to be forward thinkers, cutting budgets &amp; not modernizing, handcuffs #US when these essential services are necessary in a pandemic. To say this executed flawlessly is #Trump-branded bull .",Donald Trump,FAVOR
4383,#maga2020 who all thinks NLG should stick to trying to act instead of knocking her president? I think the Don should wish you a happy 60th birthday @realDonaldTrump,Donald Trump,FAVOR
4384,"NY Times: Trump Finds #GOP Plan to Campaign on Tax Reform Boring, Will Focus on #Immigration #Breitbart #News",Donald Trump,AGAINST
4385,What gets me the most his how many people are saying this virus is a ploy to make Trump's #s go down so he won't get re-elected this November!! That's the most ludicrous thing I've heard in my life! #coronavirus #NotMyPresident,Donald Trump,AGAINST
4386,"If anyone believes what #CCP = #Chinese Government said about their #ChineseVirus or any other issues, like detaining 3 million #Uyghurs to the #ChineseConcentrationCamp, I have no words left! Humanity is in stain! Wake up the #World! #BorisJohnson #realDonaldTrump #WhiteHouse",Donald Trump,FAVOR
4387,"Ok, Everyone needs to donate to @JohnCornyn so Texas keeps its Senate seat so we dont have liberal policies ruining the Great State of Texas. #KeepTexasRed #Trump",Donald Trump,FAVOR
4388,@FBI must be required to investigate #ChristineBlaseyFord #DeborahRamirez #DebraKatz #DianneFeinstein #RepEshoo and ALL #democrats who have a hand in this circus. #soros #obama #Hillary. Sadly no one will believe survivors because of this ridiculous #Democrat SCAM against #Trump.,Donald Trump,FAVOR
4389,Samantha showed more class than Comrade Trump will ever dream of having. You can't buy class like you can the Oval Office.,Donald Trump,AGAINST
4390,Trump have not resind resigned from presedent of the USA. We wait for 1168 days and 17 hour. #Impeachment,Donald Trump,AGAINST
4391,@realDonaldTrump Mr. President info circulating US Embassy refused Russia RE wrestling World Cup Visas. Please grant for National Security.,Donald Trump,FAVOR
4392,"NEWS #commondreams #coronavirus 'Basic Human Decency' Wins as Judge Blocks 'Cruel to Its Core' #Trump Effort to Strip Food Assistance From 700,000 People Amid #COVID19 Crisis",Donald Trump,AGAINST
4393,Give #trump till tonight to make himself #Pittsburgh s true victim. Im sure #foxnews has already put out the memo for the day,Donald Trump,AGAINST
4394,@realDonaldTrump #DonaldTrump has donated his 4th qtr. salary to help combat the #CoronaOutbreak #CoronaVirusSeattle #Democrats2020 #TuesdayThoughts #SuperTuesday #supertuesday2020,Donald Trump,FAVOR
4395,You should have put politics aside when it was time to indict trump. There is no HIGH horse for you to look down at anyone from. You FAILED to remove the threat to our democracy and now we have this horses a$$killing Americans with his incompetence. #CV19,Donald Trump,AGAINST
4396,"""As his campaign seeks reinforcements for its formidable base, some Trump voters say the president's persona is the problem.""... NO, it's his racism and bigotry that's the problem. #2020Elections",Donald Trump,AGAINST
4397,"Yikes! When no REAL #Republican with a brain &amp; spine intact will defend the #RacistPresident, you scrape the very bottom of the barrel (just under the Tutti Frutti @RudyGiuliani scum). #WednesdayWisdom: #Trump to #MAGA!",Donald Trump,AGAINST
4398,"After this President is out of office, America will never be the same again until ALL of his enablers are held to account for their actions during his presidency. If they are not, there will be another Trump in the near future. A smarter, more dangerous Trump. #GOP #DEMS",Donald Trump,AGAINST
4399,@GovTomWolf You put a mask over our face and a knife in our back! All the small businesses salute you. Total tool @realDonaldTrump pls help PA our govt is OOC,Donald Trump,FAVOR
4400,Come on @realDonaldTrump you were elected to make tough calls if #GOP won't #BuildTheWall shut it down. What are you a pussyhat?,Donald Trump,FAVOR
4401,"#Trump does not work for #Free, he has used his position to rape and pillage the country. Obama told people to be loyal to #America and demands #loyalty to him big difference",Donald Trump,AGAINST
4402,"The right-wing plutocrats that put #Trump in the WH &amp; many #GOP in office know that in order to maintain their stranglehold on , they MUST reduce racial &amp; ethnic diversity in the #USA. Please see THREAD A:",Donald Trump,AGAINST
4403,"THIS IS THE #DEMOCRAT PARTY NOW! One that publicly defames &amp; puts fellow Americans at risk because they disagree politically. #ResignJoaquinCastro Man wrongly outed as Trump donor by Castro, forced to go over 'situational awareness' with wife, kids",Donald Trump,FAVOR
4404,"The same cages set up by Obama? Oh yeah, those ones. #learnyourfacts #Trump",Donald Trump,FAVOR
4405,@BBCWorld @realDonaldTrump and the #GOP are throwing everyone under the bus by pandering to #DumbTrumpVoters. under the bus,Donald Trump,AGAINST
4406,"No, I votes for #Trump because he's not a racist. Look how many women and minorities he has placed.",Donald Trump,FAVOR
4407,"So #NotMyPresident #Trump wants to ""open by Easter"" to benefit HIMSELF financially? I'm NOT surprised. #8645ASAP2SAVEUSANOW",Donald Trump,AGAINST
4408,Most #Clowns Are Too Stupid to understand that Concept or have their heads too far up #Trump's Ass,Donald Trump,AGAINST
4409,It's amazing that @realDonaldTrump actually tried to excuse the cops for beating down this senior citizen!,Donald Trump,AGAINST
4410,Nothing ever ends well with him. Keep that in mind when you vote in Nov. The U.S. is on life support and #Trump is about to pull the plug. #IsDestroyingUS #PutinAndXiKnew,Donald Trump,AGAINST
